Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/25/20,4/18/20,4/18/20,By week,Kansas,Week-ending,40,546,1.12,44,21,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Kansas,Week-ending,22,541,1.12,42,13,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Kansas,Week-ending,25,523,1.07,33,12,0,46,
9/25/20,5/9/20,5/9/20,By week,Kansas,Week-ending,33,504,1.03,40,15,0,58,
9/25/20,5/16/20,5/16/20,By week,Kansas,Week-ending,27,529,1.13,35,,0,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,Kansas,Week-ending,,517,1.08,24,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,Kansas,Week-ending,14,505,1.07,23,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,Kansas,Week-ending,17,499,1.03,30,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,Kansas,Week-ending,,514,1.1,33,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Kansas,Week-ending,20,506,1.07,34,14,0,40,
9/25/20,6/27/20,6/27/20,By week,Kansas,Week-ending,17,521,1.04,30,11,0,36,
9/25/20,7/4/20,7/4/20,By week,Kansas,Week-ending,12,557,1.16,27,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Kansas,Week-ending,16,503,1.07,14,0,0,30,
9/25/20,7/18/20,7/18/20,By week,Kansas,Week-ending,24,515,1.07,25,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Kansas,Week-ending,35,538,1.14,35,13,0,57,
9/25/20,8/1/20,8/1/20,By week,Kansas,Week-ending,40,543,1.19,40,19,0,61,
9/25/20,8/8/20,8/8/20,By week,Kansas,Week-ending,33,593,1.27,44,16,0,61,
9/25/20,8/15/20,8/15/20,By week,Kansas,Week-ending,38,567,1.21,40,14,0,64,
9/25/20,8/22/20,8/22/20,By week,Kansas,Week-ending,37,501,1.1,31,11,0,57,
9/25/20,8/29/20,8/29/20,By week,Kansas,Week-ending,46,514,1.14,31,13,0,64,
9/25/20,9/5/20,9/5/20,By week,Kansas,Week-ending,34,523,1.09,48,13,0,69,
9/25/20,9/12/20,9/12/20,By week,Kansas,Week-ending,28,468,0.98,29,11,0,46,
9/25/20,9/19/20,9/19/20,By week,Kansas,Week-ending,,285,0.58,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Kentucky,Week-ending,0,976,0.99,93,0,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Kentucky,Week-ending,0,955,0.95,92,0,10,102,
9/25/20,2/15/20,2/15/20,By week,Kentucky,Week-ending,0,954,0.99,77,0,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Kentucky,Week-ending,0,991,0.99,81,0,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Kentucky,Week-ending,0,"1,016",1.02,86,0,10,96,
9/25/20,3/7/20,3/7/20,By week,Kentucky,Week-ending,0,"1,004",1,79,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Kentucky,Week-ending,0,"1,017",1.06,86,0,14,100,
9/25/20,3/21/20,3/21/20,By week,Kentucky,Week-ending,,944,0.99,82,,15,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Kentucky,Week-ending,,935,0.97,75,,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Kentucky,Week-ending,47,"1,045",1.12,113,32,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Kentucky,Week-ending,53,"1,024",1.08,112,34,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Kentucky,Week-ending,59,959,1.02,97,29,0,127,
9/25/20,4/25/20,4/25/20,By week,Kentucky,Week-ending,68,968,1.03,113,35,,147,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Kentucky,Week-ending,48,993,1.1,83,15,,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Kentucky,Week-ending,60,"1,001",1.11,97,25,0,132,
9/25/20,5/16/20,5/16/20,By week,Kentucky,Week-ending,51,991,1.11,85,21,0,115,
9/25/20,5/23/20,5/23/20,By week,Kentucky,Week-ending,49,990,1.12,93,30,0,112,
9/25/20,5/30/20,5/30/20,By week,Kentucky,Week-ending,44,985,1.15,90,20,0,114,
9/25/20,6/6/20,6/6/20,By week,Kentucky,Week-ending,39,909,1.02,94,17,0,116,
9/25/20,6/13/20,6/13/20,By week,Kentucky,Week-ending,43,986,1.09,88,24,0,107,
9/25/20,6/20/20,6/20/20,By week,Kentucky,Week-ending,26,958,1.1,95,13,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Kentucky,Week-ending,37,929,1.06,95,15,0,117,
9/25/20,7/4/20,7/4/20,By week,Kentucky,Week-ending,36,974,1.09,62,10,0,88,
9/25/20,7/11/20,7/11/20,By week,Kentucky,Week-ending,35,"1,017",1.18,80,16,0,99,
9/25/20,7/18/20,7/18/20,By week,Kentucky,Week-ending,36,911,1.07,71,13,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Kentucky,Week-ending,45,937,1.09,89,17,0,117,
9/25/20,8/1/20,8/1/20,By week,Kentucky,Week-ending,45,981,1.15,71,20,0,96,
9/25/20,8/8/20,8/8/20,By week,Kentucky,Week-ending,49,944,1.08,92,24,0,117,
9/25/20,8/15/20,8/15/20,By week,Kentucky,Week-ending,60,914,1.06,85,31,0,114,
9/25/20,8/22/20,8/22/20,By week,Kentucky,Week-ending,64,925,1.08,93,32,0,125,
9/25/20,8/29/20,8/29/20,By week,Kentucky,Week-ending,55,789,0.91,72,23,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Kentucky,Week-ending,55,717,0.84,59,21,0,93,
9/25/20,9/12/20,9/12/20,By week,Kentucky,Week-ending,34,496,0.55,41,14,0,61,
9/25/20,9/19/20,9/19/20,By week,Kentucky,Week-ending,,182,0.21,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Louisiana,Week-ending,0,972,1.01,42,0,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Louisiana,Week-ending,0,952,0.98,36,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Louisiana,Week-ending,0,948,1.02,45,0,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Louisiana,Week-ending,,947,1.02,40,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Louisiana,Week-ending,,991,1.13,49,,11,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Louisiana,Week-ending,,958,1.09,49,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Louisiana,Week-ending,0,987,1.08,44,0,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Louisiana,Week-ending,41,951,1.04,71,21,,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Louisiana,Week-ending,188,"1,224",1.36,121,63,,250,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Louisiana,Week-ending,391,"1,380",1.52,228,163,,458,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Louisiana,Week-ending,452,"1,522",1.8,242,184,,511,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Louisiana,Week-ending,390,"1,354",1.6,235,181,,447,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Louisiana,Week-ending,335,"1,241",1.37,213,172,,376,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Louisiana,Week-ending,268,"1,167",1.37,183,130,,322,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Louisiana,Week-ending,240,"1,123",1.27,175,139,,278,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,Louisiana,Week-ending,170,"1,096",1.28,139,94,0,215,
9/25/20,5/23/20,5/23/20,By week,Louisiana,Week-ending,131,"1,048",1.25,93,64,0,160,
9/25/20,5/30/20,5/30/20,By week,Louisiana,Week-ending,120,"1,044",1.22,93,52,0,161,
9/25/20,6/6/20,6/6/20,By week,Louisiana,Week-ending,102,"1,004",1.14,97,59,0,140,
9/25/20,6/13/20,6/13/20,By week,Louisiana,Week-ending,73,940,1.13,62,34,0,101,
9/25/20,6/20/20,6/20/20,By week,Louisiana,Week-ending,85,986,1.21,74,49,0,110,
9/25/20,6/27/20,6/27/20,By week,Louisiana,Week-ending,71,982,1.18,58,32,,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Louisiana,Week-ending,85,962,1.16,79,45,0,119,
9/25/20,7/11/20,7/11/20,By week,Louisiana,Week-ending,118,"1,017",1.21,101,58,0,161,
9/25/20,7/18/20,7/18/20,By week,Louisiana,Week-ending,153,"1,099",1.33,119,78,0,194,
9/25/20,7/25/20,7/25/20,By week,Louisiana,Week-ending,219,"1,154",1.4,141,103,0,257,
9/25/20,8/1/20,8/1/20,By week,Louisiana,Week-ending,230,"1,124",1.35,154,107,0,277,
9/25/20,8/8/20,8/8/20,By week,Louisiana,Week-ending,231,"1,113",1.34,165,120,0,276,
9/25/20,8/15/20,8/15/20,By week,Louisiana,Week-ending,183,"1,020",1.21,151,112,0,222,
9/25/20,8/22/20,8/22/20,By week,Louisiana,Week-ending,162,907,1.08,111,90,0,183,
9/25/20,8/29/20,8/29/20,By week,Louisiana,Week-ending,111,803,0.97,80,63,0,128,
9/25/20,9/5/20,9/5/20,By week,Louisiana,Week-ending,76,711,0.87,56,39,0,93,
9/25/20,9/12/20,9/12/20,By week,Louisiana,Week-ending,37,490,0.55,36,23,0,50,
9/25/20,9/19/20,9/19/20,By week,Louisiana,Week-ending,,228,0.26,10,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Maine,Week-ending,0,288,1.04,19,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Maine,Week-ending,0,316,1.07,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Maine,Week-ending,0,329,1.14,23,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Maine,Week-ending,0,299,0.99,18,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Maine,Week-ending,0,292,1.04,25,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Maine,Week-ending,0,313,1.03,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Maine,Week-ending,0,301,0.98,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Maine,Week-ending,0,277,0.95,16,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Maine,Week-ending,,279,0.9,31,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Maine,Week-ending,,300,1,35,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Maine,Week-ending,12,304,1,31,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Maine,Week-ending,11,310,1.12,23,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Maine,Week-ending,18,285,0.97,16,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Maine,Week-ending,,277,1.04,13,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Maine,Week-ending,,293,1.09,23,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,Maine,Week-ending,10,256,0.98,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,Maine,Week-ending,,267,1,15,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,Maine,Week-ending,13,302,1.16,19,,0,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,Maine,Week-ending,,255,1.01,11,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,Maine,Week-ending,,254,0.97,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Maine,Week-ending,,275,1.03,16,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Maine,Week-ending,,299,1.11,15,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Maine,Week-ending,,279,1.06,19,0,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Maine,Week-ending,,289,1.11,12,0,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,Maine,Week-ending,,294,1.08,11,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Maine,Week-ending,,282,1.12,18,0,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,Maine,Week-ending,,283,1.05,12,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
